title,label,description,realInstalls,score,ratings,reviews,released,lastUpdatedOn,version,released_ym
MFD GO,4,"MFD GO 可完美配合MyFlyDream (MFD)全系列产品使用。可以为MFD Crosshair飞控设置航点和跑道，并具有修改参数，监控飞行轨迹和状态等功能。配合MFD Crossbow的功能模块将很快上线!\n\n\nMFD GO app:\n     MFD GO offers native support to MyFlyDream(MFD) product line. It can be used with MFD Crosshair to upload/download WayPoints, modify parameters, display flying paths.  MFD Crossbow AAT will be supported soon!""",,,,,2020-07-20T07:00:00,2021-10-22T23:16:16Z,2.0.7,2020-07
Rippton Drone,4,"The ""Rippton Drone"" App is a mobile software tool developed by Rippton Smart Fishing Gear. 



Rippton fishing drone is the perfect choice for anyone looking for a smarter, safer, and more powerful fishing experience. With an intuitive control and user-friendly interface, you can easily control and monitor your fishing drone with ease.



Set sail on your next seafishing adventure with ease, as you use this app to effortlessly command your Rippton fishing drones and cast your lines into the deep blue sea.",187.0,,,,"Dec 27, 2024",,Varies with device,2024-12
Drone Go2,4,"It is used for data reading and writing application operation of Holy Stone UAV RID equipment.

The app automatically scans the Bluetooth of the Holy Stone UAV RID device, and can perform driver ID binding on the device, device information writing, viewing, editing and other applications.",15010.0,2.96,27.0,21.0,"Jun 15, 2023","Oct 27, 2025",1.2.0,2023-06
HS FLY,4,"The HS FLY can be control by the wifi, with FPV
support, clear photo display, also video FPV. There are
interesting function, such as GPS positioning flight, smart
phone following flight. It’s a powerful and interesting hobby product.",,3.40385,52.0,52.0,2020-05-12T07:00:00Z,2025-10-21T12:16:28Z,1.5.6,2020-05
HS GPS,4,"This application contains aerial photograph, V sign, face tracking. And these function of preview, take  photos , picture recording can come true by HS GPS UAV. You can also through the classic, body feeling or rocker model to control the UAV.\r\n【PS:When the map cannot be loaded, you need to disconnect the WiFi from the aircraft. When the mobile phone can access the Internet, launch the APP to load the map",147967.0,2.87,528.0,166.0,2020-07-05 00:00:00,2025-10-31 00:00:00,,2020-07
RUKO DRONE,4,"This is an app which we can control a quadcopter to fly with a WiFi camera module , it’s also display a real-time video taken by the WiFi camera module, which include below feature.

 

    1, support VGA, 720P and 1080P resolution.

    2, support take photo and record video function.

    3, support 3D function.",65455.0,2.96,270.0,130.0,"Sep 17, 2020",,Varies with device,2020-09
Bwine Drone,4,"This is an APP that connects the drone through the mobile phone'S WIFI, displays the images taken by the aircraft in real time, and can control the drone remotely",,2.57143,35.0,35.0,2021-05-21T07:00:00Z,2024-11-12T17:12:33Z,1.3.1,2021-05
Geneinno,4,"Welcome to Genkinno! Congratulations on becoming the owner of a Genkinno robotic pool cleaner. We want to ensure that you have the best experience possible with our product.\r\nThe Genkinno robotic pool cleaner is designed to keep your pool clean and your water crystal-clear. With the Genkinno app, you have complete control over the robot and its functions.\r\nOur app connects to your mobile Bluetooth® device, allowing you to access and control your Genkinno robotic pool cleaner from anywhere, at any time.\r\nHere are some of the features of the Genkinno App:\r\n* Firmware Upgrades\r\n* Robot Naming\r\n* And much more.\r\nWe are also proud to offer exceptional customer care support to our users. Our team is always ready and available to assist you with any questions or concerns you may have.\r\nThank you for choosing Genkinno as your pool cleaning solution. We hope you enjoy using our product as much as we enjoyed creating it.",612.0,,,,2023-04-29 00:00:00,,,2023-04
WK Fly,4,To pair with all your Walkera drones & accessories.,2276.0,2.3636363,27.0,6.0,"Mar 17, 2023","Oct 8, 2025",1.3.71-1008,2023-03
RC FPV,4,"The APP uses wireless WIF HD image transmission technology to control the flight of the quadcopter. It can be connected to the WIFI of the quadcopter to control the flight through the joystick and display the real-time streaming screen of the aircraft camera. It can take pictures, videos, view photos and videos, and have functions such as gravity sensing to control the aircraft flight, draw trajectory automatic flight, and VR mode.",6583849.0,3.04,9433.0,442.0,"Oct 12, 2020","Oct 8, 2025",1.8.0,2020-10
Ophelia GO,4,,,,,,,,,
Ophelia FLY,4,"1. WiFi real-time image transmission
2. GPS route flight, surround flight and follow     
3. Capture and video recording
4. Automatic return in case of signal loss
5. Electronic fence",,2.75758,33.0,33.0,2021-07-26T07:00:00Z,2025-08-27T17:28:30Z,1.0.23,2021-07
HS GPS V1、V4、V5,4,"This is an app which we can control a quadcopter to fly with a WiFi camera module , it’s also display a real-time video taken by the WiFi camera module, which include below feature.\r\n \r\n    1, Support VGA, 720P and 1080P resolution.\r\n    2, Support take photo and record video function.\r\n    3, Support 3D function.\r\n    4, Support GPS follow me.",276265.0,3.79,617.0,158.0,2018-11-01 00:00:00,,,2018-11
HS Sirius,4,"Unleash your aerial photography potential!
HS Sirius is an app specially designed for aerial photography enthusiasts, perfectly complementing your drone experience. Connect via USB and take instant control of your drone, letting your creativity soar. Packed with powerful features including smart takeoff and landing, precise trajectory flight, and HD real-time video transmission, this app is your ultimate companion for creating stunning aerial shots. Whether you're a professional photographer or a novice enthusiast, HS Sirius is here to empower your creativity. Download now and embark on your aerial photography journey!

Please give us any feedback!
America: usa@holystone.com
Europe: eu@holystone.com
Canada: ca@holystone.com
Japan: jp@holystone.com
Wholesale: wholesale@holystone",,4.0,10.0,10.0,2024-03-06T08:00:00Z,2025-08-26T15:26:17Z,1.1.36,2024-03
HolyStone-FPV,4,"A drone controls the app. 
The main features are as follows:
1. WiFi real-time image transmission
2. Real time manual control, gravity sensing control, trajectory control, voice command control 
3. Hand photography and video recording, manual photography and video recording",,3.50926,108.0,108.0,2021-03-14T08:00:00Z,2025-08-27T22:58:20Z,1.0.26,2021-03
PiHOT Go,4,"This is an app for connecting and controlling PiHOT Go drones. 
1.Real-time video streaming transmission.
2.3D Scattering Screen
3.Real-time remote sensing control
4.Trajectory control
5.Gravity Induction Manipulation
6.Gesture capture/video",,0.0,0.0,0.0,2024-05-29T07:00:00Z,2024-05-29T17:27:45Z,1.0.0,2024-05
X DRONE PRO,4,"X DRONE PRO is the control center tailor-made for our X-Series drones. It combines intuitive operation with powerful features to deliver a stable and smooth flight experience, helping you capture unique perspectives with ease.

【Key Features】

🎙️ Voice Control

Command your drone with your voice. Simply say ""Take off,"" ""Land,"" ""Move left,"" or ""Take photo"" to control the flight hands-free, allowing you to focus on framing and creativity.

📸 Photo & Video

Take full control of the drone's camera. Adjust settings and capture stunning high-resolution photos and 4K videos. Save and share your masterpieces with just one tap.

👋 Gesture Recognition

Go controller-free. Use preset hand gestures to trigger actions like taking a photo or starting a recording. Perfect for group selfies and hands-free operation.

🎮 Virtual Joystick

An intuitive and responsive virtual joystick on your screen provides precise control, making piloting straightforward and accessible for everyone.



Download X DRONE PROtoday and unleash the full potential of your X-Series drone!",435.0,,,,"Nov 5, 2025",,Varies with device,2025-11
Contixo F35,4,"The Contixo F35 can be control by the wifi, with FPV
support,clear photo display, also video. There are
interesting function, such as GPS positioning fligh, smart
phone following flight. it’s a powerful and intesesting hobby product.",,3.77778,9.0,9.0,2020-11-19T08:00:00Z,2023-10-17T09:20:46Z,1.0.1,2020-11
Potensic Eve,4,"Potensic Eve, a professional flight control App, provides real-time video transmission for an immersive flying experience. It supports customizable flight settings to meet personalized needs and integrates photo and video capture features, making it easy to capture every exciting moment.

Key Highlights:
1. GNSS positioning for accurate drone location tracking.
2. Real-time HD video transmission, supporting high-quality photo and video capture.
3. Supports SmartTransfer, allowing fast wireless media downloads to your mobile device.
4. Simple operation, start an intelligent flying journey with one tap.
5. ATOM Academy offers professional, beginner-friendly tutorials for quick mastery of aerial photography.",,3.51923,52.0,52.0,2025-02-17T08:00:00Z,2025-12-24T09:55:14Z,1.1.9,2025-02
PotensicPro,4,"PotensicPro is a professional flight control application.
The App shows real-time video transmission, displays flight parameters and allows you to customize, shoots HD images and records videos, etc.   

Main Characteristics:
1.GPS positioning, display the accurate position of the drone.
2. Map navigation, show map information and flight path.
3. Real-time HD video transmission, HD image and video recording.
4. Customize the flight parameters.
5. Intuitive and support intelligent flights.",,3.56604,106.0,106.0,2019-10-11T07:00:00Z,2025-04-24T02:27:41Z,3.4.0,2019-10
WiFi UAV,4,"This is an APP that connects and controls the UAV via WiFi,
1. Photographs and videos;
2. Real-time image transmission;
3. Gesture capture and video recording;
4. Trajectory control;
5. Gravity Sensor Manipulation;
6. Rocker control;
7.3D Scattering Screen;
8. Mirror Reversal;",,2.81572,407.0,407.0,2019-07-10T07:00:00Z,2025-08-31T09:04:55Z,2025.08.30,2019-07
TRB FPV,4,"The specific functions are as follows:

1. Voice control

2. Manual control

3. Trajectory flight

4. Induction control of mobile gyroscope

5. Headless mode  

6. VR real picture

7. Hand taking video",145012.0,3.4666667,277.0,26.0,"Aug 10, 2022","Aug 27, 2025",1.0.5,2022-08
HASAKEE Q10,4,"This app is specially used to support the consumer ""hasakee Q10"" UAV. The specific functions are as follows:
1. Voice control
2. Manual control
3. Trajectory flight
4. Induction control of mobile gyroscope
5. Headless mode
6. VR real picture, MV recording
7. Hand taking video",,2.83333,24.0,24.0,2021-05-04T07:00:00Z,2022-06-10T18:34:04Z,1.0.2,2021-05
4DRC Air,4,"This is an app for connecting and controlling 4DRC drones
1.Real-time video streaming transmission.
2.3D Scattering Screen
3.Real-time remote sensing control
4.Trajectory control
5.Gravity Induction Manipulation
6.Gesture capture/video",,2.96154,26.0,26.0,2023-04-30T07:00:00Z,2023-10-27T03:34:47Z,1.0.1,2023-04
YN Fly,4,"This is an app that connects and controls Karuisrc drones through WiFi:
1. Photographs and videos;
2. Real-time image transmission;
3. Gesture capture and video recording;
4. Trajectory control;
5. Gravity Sensor Manipulation;
6. Rocker control;
7.3D Scattering Screen;
8. Mirror Reversal;",,0.0,0.0,0.0,2024-02-27T08:00:00Z,2024-04-30T12:39:50Z,1.0.2,2024-02
Youcan Dive,4,"Youcan Dive is an app for use with BW Space underwater drone.\n\nBW Space is an underwater robot that combines image recognition and intelligent tracking technology.\n\nIt is widely used in underwater entertainment, underwater photography, underwater exploration, fishing, underwater exploration, marine search and rescue, scientific research and other fields.\n\nIt includes the drone, WiFi Repeater and Youcan Dive APP.\n\nUse Youcan Dive to:\n\n1. Enjoy the image and control the underwater world in real time.\n2. Remotely operate the function of taking pictures and recording.\n3. Live and share exciting moments in real time.\n4. Manage the media library.\n5. Set and adjust the parameter.\n\nA new underwater journey, all in Youcan Dive, all in BW Space.",,,,,2018-11-07T05:20:37Z,2023-11-06T19:20:50Z,11,2018-11
Oceaneye,4,"OceanEyes: Observing Citizen Engagement - Accessible Network of Environmental Sightings\r\n\r\nWelcome to OceanEyes, a platform dedicated to the wonder and preservation of marine life in the Indian Ocean. Our app empowers you to be an active participant in marine species conservation and exploration.\r\n\r\nDiscover Marine Biodiversity: Immerse yourself in the mesmerizing world of marine biodiversity. With OceanEyes, you can document and share your observations of the incredible marine species inhabiting the Indian Ocean. Every sighting contributes to a greater understanding of these diverse and delicate ecosystems.\r\n\r\nCommunity of Marine Enthusiasts: OceanEyes brings together a community of passionate individuals who share your love for the ocean. Connect with like-minded enthusiasts, engage in discussions, and work collaboratively with others who are equally dedicated to marine conservation.\r\n\r\nPromote Conservation: Your observations have a profound impact. By sharing your findings with the OceanEyes community, you play a vital role in marine species conservation. Together, we're raising awareness about the importance of our oceans and striving to protect and sustainably manage their diverse ecosystems.\r\n\r\nStay Informed: OceanEyes keeps you updated with the latest news, projects, and initiatives in the realm of marine biology and ecology. We believe that staying informed is a crucial part of marine conservation.\r\n\r\nJoin Our Mission: OceanEyes is a flagship initiative under the Deep Ocean Mission project by the Centre for Marine Living Resources & Ecology. We invite you to be part of this mission, contributing to a better understanding of marine biodiversity and promoting the conservation and sustainable management of our oceans.\r\n\r\nDownload OceanEyes now, and embark on a journey of discovery, conservation, and community engagement. Your passion for marine species observation is making a tangible difference, and we can't wait to explore the depths of the Indian Ocean with you.\r\n\r\n*Together, let's make our oceans a better place for all its inhabitants. *\r\n\r\nDownload OceanEyes and become a marine conservationist today.",429.0,,,,2023-11-03 00:00:00,,,2023-11
BZR DRONE,4,"BZR DRONE is an APP specifically designed to connect BZR drones, providing users who have purchased corresponding drones can use this APP to view images and control drone flight.",4622.0,2.6666667,15.0,5.0,"Jun 27, 2023",,Varies with device,2023-06
HR WIFI,4,"The application mainly controls the drone through the WIFI protocol, and returns the picture taken by the drone in real time, and can take pictures of the current picture.

1. It has the functions of one-button take-off, landing, rollover drone, etc., and can control the throttle and direction of the drone by remote sensing.

2. Real-time return of the image of the drone, and take photos and videos, and can share the picture to the social account in the album.

3. Gravity sensing, follow mode, speed file control;

4. Gesture control, taking pictures.",14467.0,2.6666667,80.0,6.0,"Dec 28, 2018",,Varies with device,2018-12
MIDRONE 420,4,"MIDRONE  VISION 420 can control the 4-axis aircraft by WiFi on the Android smartphone, and also can get the real time video from the aircraft, and take the photo and save the video.",8350.0,,,,"Jan 10, 2024",,Varies with device,2024-01
小米无人机,4,,,,,,,,,
KAI FLY,4,The App connects and controls the aircraft via WIFI. The APP can save photos and videos of the aircraft. The APP can also remotely control the aircraft and observe its position on a map.,21625.0,3.1818182,83.0,6.0,"Nov 13, 2023",,Varies with device,2023-11
大疆农服,4,"The DJI SmartFarm App, the mobile app for AG Agras drones, Is now available!\r\n\r\nThe DJI SmartFarm App offers diverse, practical functions such as data display, device management, field sharing and management, teamwork and measurement tools, to provide end-to-end service support for your spraying and spreading operations.\r\n\r\nWith the app, you can view clearer data on your Agras aircraft while controlling and managing your device with superior ease and efficiency",132784.0,3.0,472.0,7.0,2022-08-28 00:00:00,2025-10-10 00:00:00,,2022-08
Spexi,4,"Take the guess-work out of drone flight-planning and image capture. The Spexi mobile application gives you easy-to-use flight planning tools and autonomous flight capabilities, making sophisticated image capture reliable and efficient. Compatible with the latest DJI drones.

SUPPORTED DRONES
Mini 2
M300 RTK with P1 Camera
Mavic Mini
Mavic Air
Mavic 2 Pro / Zoom / Enterprise / Dual (thermal)
Mavic Pro
Phantom 4 Pro V1 / V2
Inspire 2
Matrice 200 / 210 / 210 RTK V1 / V2
Matrice 600
Matrice 100

LIMITED SUPPORT
Phantom 4 Standard
Phantom 3 Standard / Pro / Advanced / 4K
Inspire 1 / Pro

Not Compatible with:
DJI Spark
CrystalSky Monitor and CrystalSky Integrated Display",,5.0,1.0,1.0,2019-11-12T08:00:00Z,2022-08-29T22:34:49Z,2.6.9,2019-11
Fly Go 4: Drone Controller App,4,"Take full control of your DJI™ drone with Go Fly for DJI™ Drone Controller - the ultimate remote controller app designed for over 40 popular DJI™ drone models! Whether you're a beginner or a pro pilot, Go Fly delivers an intuitive interface, advanced flight controls, and real-time HD video streaming to elevate your flying experience🚀📷



⚠️ Disclaimer:

Go Fly is an independent third-party app developed using DJI’s official Mobile SDK. It is not affiliated with, endorsed by, or an official product of DJI or its subsidiaries. This work has not been authorized, sponsored, or otherwise approved by DJI.



⚠️Drone Compatibility: this Go Fly with Drone Controller app is built on DJI Mobile SDK v4.18, which supports 36+ DJI drones including:

- Mini 2, Mini SE, Air 2S

- Mavic™ Air, Mavic™ Air 2 & Mavic™ Mini

- Mavic 2™ Enterprise (Pro, Advanced, Dual), Mavic 2 Zoom, Mavic 2 Pro & Mavic Pro, Mavic 2 series & Mavic Air

- Phantom™ Series (3 Standard to 4 Pro V2, RTK variants)

- Inspire™ Series (1, 1 Pro/Raw, 2)

- Matrice™ Series (100, 200, 210, 300 RTK, 350 RTK, 600 & 600 Pro)

- Spark™



For Mavic™ drone users, there are some features our app hasn't fully supported yet: Low Battery Warning, Critical Low Battery Warning, Time to Discharge, Lock Gimbal When Shooting, Sync Gimbal with Aircraft Heading, Gimbal Mode. Preview media, Play media, On/Off Head LEDs & Camera Forward/Down (Mavic™ Air2S: double tap is C2, 1-tap is C1)



⭐ Key Features:



1. Drone Panorama Photography: Effortlessly capture stunning panoramic photos and videos from your drone’s camera, streamed in real-time to your phone for breathtaking aerial footage.



2. No-Fly Zone Map: Stay informed with instant alerts about restricted airspaces near airports, military zones, and sensitive locations to ensure safe and compliant flights.



3. Waypoint Missions: Easily design and execute custom flight paths with our user-friendly waypoint mission planner—perfect for both beginners and experienced pilots.



4. Media Export: Quickly transfer high-quality photos and videos to your device in popular formats like JPG, GeoTIFF, DXF/SHP, PDF, MOV, 4K, and MP4 for effortless sharing and editing.



5. Find My Drone: Use the integrated GPS tracker to locate your drone in case of loss or emergencies, providing peace of mind during every flight.



6. Home Point Setting: Save a designated home location, allowing your drone to automatically return safely in cases of signal loss or low battery.



7. Focus Mode: Gain precise control over your drone’s yaw axis and gimbal to hone in on the perfect shot every time.



And many more interesting features are waiting for you to try!



We are constantly striving to improve and evolve our app, and your feedback fuels our journey. Please share your thoughts or support requests at: support@milkyapps.org

Thank you for being part of our continuing efforts.



Privacy Policy: https://milkyapps.org/privacy-policy

Terms of use: https://milkyapps.org/terms-of-service",120545.0,4.326923,1870.0,8.0,"Aug 31, 2025","Oct 16, 2025",1.2.0,2025-08
Smart Drone,4,"This APP can control the 4-axis aircraft by WiFi on the Android smartphone, and also can get the real time video from the aircraft, and take the photo and save the video .",57866.0,3.7857144,249.0,10.0,"Apr 16, 2017","Jun 30, 2017",1.3_4,2017-04
DRONI,4,DRONI is a drone service providing platform,2207.0,,,,"Jan 18, 2024",,Varies with device,2024-01
Vivitar Folding Drone,4,"Control the 4-axis aircraft via the wireless network on your Android smartphone, get real-time video from your flight, take pictures and save your video.",10531.0,3.2727273,23.0,3.0,"Aug 17, 2017","Jul 1, 2021",1.2.1,2017-08
Rippton Drone,4,"The ""Rippton Drone"" App is a mobile software tool developed by Rippton Smart Fishing Gear. 



Rippton fishing drone is the perfect choice for anyone looking for a smarter, safer, and more powerful fishing experience. With an intuitive control and user-friendly interface, you can easily control and monitor your fishing drone with ease.



Set sail on your next seafishing adventure with ease, as you use this app to effortlessly command your Rippton fishing drones and cast your lines into the deep blue sea.",187.0,,,,"Dec 27, 2024",,Varies with device,2024-12
Loona,5,"Loona APP is a mobile control and programming software developed for Loona robots. Rich robot application scenarios are provided in the application. Users can experience various robot control and functions by connecting robots according to software guidance. The robot can be controlled in the APP to perform talent shows, play small games, and also enter the community to communicate with other users.",121590.0,3.4356437,580.0,72.0,"Dec 3, 2022","Dec 20, 2025",2.8.2,2022-12
Cyber Robot,5,"Cyber Robot is the first Clementoni Robotics APP for children aged 8 years and upward. This game has been specifically designed so you can control and play with your very own robot.



""The free version of the Science&Play TechnoLogic APP will take you on a stimulating  and exciting adventure with Cyber Robot, giving you an opportunity to study and learn  how a robot works first-hand.  ""



""The APP allows you to control and play with Cyber Robot in 4 fun and engaging game modes: Programming, Real Time, Gyro and Self-Learning.  ""



Thanks to Bluetooth® technology, you can programme your robot, control its movements in real-time and even guide it using your gyroscope and teach it to understand your commands.



To make the experience even more engaging, you can also access the camera function, which will allow you to photograph and video the robot as it carries out your commands.



What are you waiting for? Download the APP and start having fun now!



With fun light and sound effects and adjustable, speed-controlled movements, Cyber Robot will become an inseparable playmate, who you’ll be able to do lots of amazing activities with, as you discover the basic principles of programming!",948616.0,3.3913043,3637.0,12.0,"Oct 21, 2016","Sep 9, 2024",Varies with device,2016-10
Apitor Kit,5,"The Apitor Kit app is the perfect companion for your Apitor STEM Robot building sets! It transforms the creative experience for kids with its range of exciting features. Enjoy digital instructions, multiple Bluetooth remote control options, and user-friendly graphical programming to rebuild and play in new and inspiring ways.



With the Apitor Kit app, you can:



- Access complete, easy-to-follow building instructions for all your Apitor Robot models.

- Control your robot effortlessly using various Bluetooth remote control options, with different models enabling a range of movements.

- Utilize intuitive graphical programming, designed for different age levels, to bring your Apitor robots to life.

- Enhance your creations with motors, sensors, and LED lights for dynamic and interactive experiences.

- Explore a wealth of learning resources, including programming guides and mechanical insights.

- Ignite your creativity and make building and coding an exciting adventure!



Discover a new world of fun and learning with Apitor Kit!",71106.0,3.4347825,297.0,11.0,"Apr 1, 2021","Nov 14, 2025",4.1.0,2021-04
KEIRO™,5,"A key element of any robotics system is the programming software. ENGINO® has developed a special software, KEIRO, which is a block-based programming platform that allows different methods of programming depending on the user’s needs and capabilities. 

The robot can also be programmed manually using the on-board buttons. The software is used for editing the program and adding complex functionality with the use of a user friendly Flow Diagram Interface.",31144.0,0.0,0.0,0.0,"Mar 29, 2018",,Varies with device,2018-03
Yanshee,5,"Yanshee is an advanced robotic open source platform which aims at tertiary education study in UBTECH education system. Through Yanshee app, you can to control and move Yanshee robot around, choreograph a dance for the robot, as well as learning coding with blockly visual programming language (VPL). You might not only have a fun with Yanshee quickly and easily, but also understand basic logic of Python language via VPL studying. Yanshee would be the best friend who can encourage you to committed to advanced coding and AI research study.",,0.0,0.0,0.0,2017-11-23T03:01:20Z,2024-10-15T07:22:36Z,2.8.0,2017-11
蔚蓝机器狗,5,,,,,,,,,
WEILAN dev,5,,,,,,,,,
Yahboom Robot,5,"YahboomRobot APP is a robot control software in smart devices. Everyone can directly control Yahboom robots using official controller in the software.





Features:

-Brand New UI Design, User-Friendly Interface. 

-Stronger Controllability, Simpler Way to Learn STEM：STEM education becomes easy & fun as you can also master robot freely to sing, dance or light. 

-Supporting Yahboom Robot car: Jetbot, Roboduino, Omniduino, G1 Tank, 4WD Robot car, TrikeBot car, 6WD robot, micro:bit camera platform.

-Multi-Language User Interface :Chinese, Traditional Chinese, English.



Support:

-You can visit the official website: www.yahboom.com for more information

-Support email: support@yahboom.com",13463.0,2.7142856,43.0,10.0,"Mar 4, 2020","Nov 13, 2024",2.1.9,2020-03
SenseRobot,5,"SenseRobot AI Robot's dedicated app is used for network connection, user pairing, user creation, and confirming game information.



Conduct network connection and user pairing of SenseRobot AI Robot through the app.

User creation and information registration through the app enable user switching on the robot.

Confirming game records and replaying game records is possible through the app, improving chess skills through reflection.",713.0,0.0,0.0,0.0,"Jan 20, 2025",,Varies with device,2025-01
AIRO,5,"AIRO is a free app that uses Bluetooth® technology to allow you to interact with AIRO using lots of different functions: Training, Real Time, Coding, Dance, Games.



In Training mode you will see how AIRO uses artificial intelligence to recognise and imitate your gestures. 



AIRO can also memorise them and you can ask it to repeat the gestures using the associated voice commands.



In Real Time mode you can control AIRO using the controller and voice commands, or through gestures.



You can use the camera built into your device to shoot videos and take photos while the robot moves and executes your commands.



With the Dance mode you can create videos of yourself and AIRO dancing the same choreography together. 

By performing a series of steps you will be able to create a video to share with anyone you like. Don't forget that it is your job to teach AIRO your dance steps!



In the Coding section you can learn the basics of coding (or programming) and create command sequences to send to your robot.



What are you waiting for? Download the APP and start having fun!",35186.0,,,,"Aug 6, 2024","Nov 11, 2025",1.1.6,2024-08
UGOT,5,"UGOT App provides 3D construction guidance, link control, and other innovative and fun application modes for your UGOT robot.

The UGOT robot has an innovative structural system that can support the construction of different models. As a result，it can support a variety of game playings. We will continue to update robot applications for various forms on the app. Hope you will like our UGOT robot and UGOT App.",2288.0,0.0,0.0,0.0,"Sep 19, 2023",,Varies with device,2023-09
Meteer,5,"This is a control tool for the Meteer robot. It can be connected to the Meteer robot through Bluetooth data. The orientation control, expression display, and action display of the Meteer robot can be managed via the remote control page. Moreover, it can assist the Meteer robot in establishing a network connection through the WiFi networking page",435.0,,,,"Jun 26, 2024",,Varies with device,2024-06
XGO,5,"Quadruped robot XGO controller, using mobile phone Bluetooth to realize the function of robot control, set up a bridge to communicate with XGO! 

*It is suitable for Android mobile phone, with simple interface, rich functions and full of fun.",5259.0,0.0,0.0,0.0,"Jul 21, 2021",,Varies with device,2021-07
Robooter,5,"Shanghai Bangbang Robot Co., Ltd. takes helping the disabled population return to normal life as its initial goal, and is committed to using intelligent technology to bring healthy living and constantly building intelligent solutions for future health and wellness ecology.",7530.0,,,,"Oct 28, 2021",,Varies with device,2021-10
WhalesBot,5,"WhalesBot APP is mainly aimed at children and teenagers. It provides assembly
instructions, remote control, programming and other functions for robot
users. It is intended to cultivate children's creativity, hands-on skills and logical
thinking ability. To optimize how you play with the robot , download the app
now.",,5.0,3.0,3.0,2018-12-14T20:26:28Z,2025-12-10T22:50:36Z,4.1.2,2018-12
CellRobot,5,"This App is the controller of CellRobot. You have to buy the hardware of CellRobot first, then use this App to control.\n\nCellRobot is the most advanced custom modular robot, inspiring creativity & enforcing engineering knowledge through hand-on exploration. CellRobot is the first complete consumer robotics kit that allows you to build your very own robots.\n\nFeature:\n   1.CellRobot can be built into hundreds of different shapes. The only limitation is your imagination.\n  2.CellRobot using visual script programming to decrease the requirements of creating new robots into almost zero.\n  3.CellRobot provides hand-on experience for people to explore creativity and engineer knowledge.\n\nPlease don’t hesitate to contact us at support at keyirobot.com if you have any questions or need help",,5.0,,1.0,2016-07-08T18:07:59Z,2021-06-22T09:14:40Z,1.3.6,2016-07
MiPosaur,5,"Meet MiPosaur, the prehistoric robot that responds to your every command! MiPosaur is gesture tracking, self-balancing robotic creature that interacts wirelessly an app via Bluetooth Smart.\nFind out more at www.meetmiposaur.com\t\t\n\t\t\nInteract\t\t\n• Drive - Drive MiPosaur around with either single or dual joystick control.\t\t\n• Feed - Throw your new friend a snack but be careful what you feed it! Reactions can be unpredictable!\t\t\n• Path - Draw a path for MiPosaur to follow.\t\t\n\t\t\nPlay\t\t\n• Battle - Outlast other MiPosaurs or MiPs in battle mode\t\t\n• Dance - Play your favorite song from iTunes and have MiPosaur dance away to it.\t\t\n\t\t\nKeep an eye out for fun new games in future updates!\t\t\n\t\t\nDeveloper SDK coming soon at www.wowweelabs.com""",,,,,2015-05-23T12:24:32Z,2018-08-07T11:59:07Z,1.0.9,2015-05
ClicBot,5,"ClicBot APP is a mobile terminal control and programming software, which is developed for ClicBot modular entertainment educational robot. ClicBot APP provides dozens of ClicBot robot application cases, which enables users to complete the connection of the robot under the guidance of software and enjoy all kinds of robot manipulation and functions. Users are also able to create customized robots and realize more robot functions through movement scripts editing and graphic programming tools in the APP. 

ClicBot APP also provides users with a series of STEAM educational videos, which allows users to learn and understand the robot movement, AI programming and other knowledge in a pleasant atmosphere. Users can also visit the community in the ClicBot APP, participate in lots of community activities, and share their creations with others.",,4.1875,48.0,48.0,2020-04-29T07:00:00Z,2024-02-19T03:04:31Z,2.6.11,2020-04
Robosen Flagship Bumblebee,5,"Robosen Bumblebee G1 Robot Flagship Robot Exclusive App‌‌‌ seamlessly connects via Bluetooth to enable precise remote control of the robot’s dynamic movements‌. With a single tap, users can activate Bumblebee’s combat modes and synchronized dance routines‌. The app’s built-in creative programming mode allows customization of actions and sequences using block-based logic‌, while Theater Mode immersively recreates iconic battle scenes between Bumblebee and Megatron, delivering an authentic Transformers G1 experience‌",18198.0,0.0,0.0,0.0,"Mar 26, 2025",,Varies with device,2025-03
AlphaMini,5,"""Alpha Mini"" APP is a supporting application for UBTECH Mini Robot. Alpha Mini is an intelligent humanoid robot produced by the company UBTECH. It provides a plenty of functions for education and entertainment purposes, including photo taking, programming and dancing, etc. This APP can help manage your robot:



1. Control and use some functions of the robot;

2. Use graphical programming tools to learn about robot programming;

3. Understand the way to control and use the robot;

4. View and set up the configuration and information of the robot.",8792.0,0.0,0.0,0.0,"Aug 21, 2019",,Varies with device,2019-08
Humanpanion,5,"Mind with Heart Robotics Co., Ltd. has completed the development and patent layout of basic functions for robot biomimetic expression heads and emotional computing. 

With the Humanpanion APP, you can easily connect and control your AI companion robot, enjoying a richer and smarter interactive experience.

【Device Connection】
Quickly pair with your emotional companion robot via Bluetooth to monitor real-time device status—including battery level—and effortlessly stay informed about your robot’s operation.

【Offline Conversation】
Even without an internet connection, you can still use the robot’s built-in local dialogue feature and freely customize conversation parameters.

【Online Conversation】
Once the robot is connected to a Wi-Fi network, experience more powerful online dialogue capabilities. Flexibly adjust conversation settings to unlock a smarter and more responsive interactive experience.",,0.0,0.0,0.0,2025-08-21T07:00:00Z,2025-10-22T18:37:10Z,1.0.1,2025-08
Vector Robot,5,,,,,,,,,
