pkg_name,title,developer,developer_id,category,content_rating,installs,score,ratings,reviews,released,updated,version,description,features,contains_ads,privacy_policy,size_mb,min_android_version
com.hfcam.rxdrone,HF Cam,睿兴实业,%E7%9D%BF%E5%85%B4%E5%AE%9E%E4%B8%9A,,Everyone,"50,000+",2.631579,123.0,7.0,"Mar 23, 2022",,Varies with device,"The ral time images of the aircraft are transmitted to app, and the can be photographed and video taped control the drone by drawing line in app.",,False,http://blog.csdn.net/johndevelop/article/details/50990178,,
com.lcfld.dronepro,Flying MAX,LcForever,LcForever,,Everyone,"10,000+",0.0,0.0,0.0,"Nov 7, 2023",,Varies with device,"1. Photographs and videos;
2. Real-time image transmission;
3. Gesture capture and video recording;
4. Trajectory control;
5. Gravity Sensor Manipulation;
6. Rocker control;
7.3D Scattering Screen;
8. Mirror Reversal;",,False,https://www.jianshu.com/p/fa44fc36aacc,,
org.appzeeinc.droneremotecontrol_crazyflie,Crazyflie Drone Remote Control,AppZeeInc,AppZeeInc,,Everyone,"10,000+",3.5384614,49.0,2.0,"Mar 12, 2020",1758417907.0,36.0,"Take command of the skies with Drone Remote Controller App for Crazyflie! Our app is designed for both novice and experienced drone pilots, this app provides an immersive FPV (First-Person View) experience, making drone flying more exciting and accessible with high  precision control and an immersive flying experience. 

Convert your smartphone into a remote control drone easily with using this FREE Drone Remote Control For Quadcopter Crazyflie app. Lost your Drone remote by  or it's not functioning properly? Don't worry.. Download this free drone remote control app & turn your android device into Drone Remote Control for Crazyflie quadcopter drones for free.The Connection is established using either the Crazyradio USB dongle or over Bluetooth LE (Crazyflie 2.0 only).

Take control over drones -Crazyflie now, you can do that with Drone Remote Control For Crazyflie It's fun.Remote control for drone is a tool which can replace your physical drone RC. you can control drone with camera with Drone universal remote control for all crazyflie drones.

Drone Remote Control For Crazyflie Drones Features:

👍 Intuitive Controls: Easily navigate and control your Crazyflie drone with our user-friendly interface.

👍 Real-Time Feedback: Get instant feedback on your drone's status and  performance for a seamless flying experience.

👍 Customizable Settings: Tailor your flying experience with customizable control settings and options.

 👍 Flight Modes: Switch between different flight modes to suit your skill level and flying style.

 👍 Safety Features: Built-in safety protocols to ensure safe and secure flights.

👍 Control Crazyflie & Crazyflie 2.0 with Crazyradio on  USB OTG device
👍 Control Crazyflie 2.0 using Bluetooth LE 4.0
👍 Control mode configurable
👍 Control sensitivity configurable
👍 Axis and button mapping configurable (only for game pad)
👍 Control Crazyflie using touch controls
👍 Control Crazyflie using game pad (connected via USB or Bluetooth)
👍 Control Crazyflie using the device's gyroscope
👍 Control LED ring effects (requires Crazyflie 2.0 and optional LED ring deck)
👍 Play the Imperial March melody on the buzzer deck (requires Crazyflie 2.0)
👍 Update Crazyflie using Crazyradio

With Drone Remote Control For Crazyflie Drones you can connect to Crazyflie 2.0 using Bluetooth low energy and both the original Crazyflie and Crazyflie 2.0 using the USB Crazyradio dongle connected with a USB OTG cable.

Why Choose Drone Remote Control - Crazyflie?

Compatibility: Designed specifically for Crazyflie drones, ensuring perfect synchronization.

Performance: Optimized for high performance and low latency, giving you real-time control.

How To Use The Crazyflie Drone Remote Control :

1. The list of firmwares should automatically be filled
➡️make sure you have a network connection

2. Select a firmware
➡️ Select the right one depending on which Crazyflie you want to update (CF1 or CF2).

3. Flash firmware
➡️ for Crazyflie 1, click on ""Flash firmware"" and switch on the Crazyflie during the next 10 seconds.

➡️ for Crazyflie 2, press the ON/OFF switch of the Crazyflie longer than 1.5 second until one blue LED blinks. Then release the button and both blue LEDs should blink. Then click on ""Flash firmware""

4. After a successful flash the Crazyflie will automatically restart in firmware mode and is ready to use.

Please note:

This app is designed to control Crazyflie and Crazyflie 2.0. It requires either a Crazyradio, Crazyradio PA or a Bluetooth LE 4.0 compatible device running Android 4.4+. Only Crazyflie 2.0 can be controlled with Bluetooth LE.
Do not pair the Crazyflie via Bluetooth settings!

Whether you're a beginner learning to fly or an experienced pilot looking to hone your skills, the Drone Remote Control Crazyflie app offers everything you need for an unparalleled drone flying experience. Download now and take to the skies!& don't forget to rate us Thank you...",,True,https://sites.google.com/view/droneremotecontrolforcrazyflie/accueil,,
com.apponfire.android.drone5,Fly Go 4 Drone Camera Control,Apponfire Co. Ltd.,Apponfire+Co.+Ltd.,,Everyone,"100,000+",4.383333,10794.0,159.0,"Nov 25, 2024",1767150546.0,1.0.3,"Effortlessly take control of your drone with the Go Fly Drone Controller Pro! Tailored for the latest drone models, this cutting-edge app ensures seamless compatibility with a wide array of devices, including drones, flycams, and UAVs.

🎯 Key Features of Go Fly Drone Controller Pro:
>> Drone Panorama Photography: Capture stunning panoramic images and videos with your drone’s camera, all accessible directly from your phone screen.
>> UAV Weather Forecast: Get real-time weather updates to ensure safe and optimal flying conditions for your drone adventures.
>> No-Fly Zone Alerts: Stay informed about restricted airspaces, including areas near airports, military bases, and other sensitive locations, with instant alerts and detailed maps.
>> Smart Media Export: Easily transfer captured drone footage to your device. The app supports various high-quality file formats, making sharing and editing a breeze.
>> Find My Drone: Track your drone using the built-in GPS tracker, allowing you to locate it quickly in case of loss or emergencies.
>> Home Point Functionality: Set a designated Home point to ensure your drone automatically returns to a safe landing location in case of low battery or signal loss.
>> Beginner Tutorials: Access step-by-step tutorials designed for new pilots, helping you master flying drones, flycams, or UAVs with confidence.
>> Intuitive Flight Modes: Experience intelligent flight modes that simplify complex maneuvers, perfect for both beginners and seasoned pilots.
>> Real-Time Camera Feed: Enjoy a lag-free, live video stream of your drone’s camera, enabling precise control and the capture of breathtaking aerial footage.
>> Advanced Drone Features: Utilize specialized tools like enhanced gimbal direction adjustment for accurate camera positioning and an on-screen exposure graph for detailed control over camera settings.
>> Extensive Drone Model Support: The app supports a wide range of drones, including popular models like Matrice 350 RTK, DJI Mini 3, DJI Mavic 3 Enterprise Series, and more.

✅ Compatible Models:
>> Matrice 350 RTK
>> Matrice 300 RTK (RC Plus)
>> DJI Mini 3
>> DJI Mini 3 Pro
>> DJI Mavic 3 Enterprise Series
>> DJI Mavic 3M
>> Matrice 30 Series

🌟 Premium Plans
>> Weekly Subscription: $9.99/week (includes a 3-day free trial)
>> Yearly Subscription: $49.99/year
>> Lifetime Access: $59.99 (one-time payment)

**Disclaimer: Go Fly Drone Controller Pro is not an official app by drone manufacturers. It supports drone models on Android phones. For support, feel free to contact us at: support@goflydrone.app
Terms of Service: http://apponfire.co/terms.html
Privacy Policy: http://apponfire.co/privacy-policy.html",,True,http://apponfire.co/privacy-policy.html,,
com.lcfld.droneuav,DRONE-UAV,LcForever,LcForever,,Everyone,"10,000+",3.7662337,126.0,33.0,"Oct 12, 2022",1756074733.0,1.0.1,"1. Connect the drone through WIFI and browse the image transmission screen of the drone.
2. The flight attitude and movement of drone can be controlled through the control page.
3. You can capture and record video on the transport stream.",,False,https://www.jianshu.com/p/fa44fc36aacc,,
com.rxdrone.wififlight,360 MachFlight,睿兴实业,%E7%9D%BF%E5%85%B4%E5%AE%9E%E4%B8%9A,,Everyone,"50,000+",3.58,106.0,52.0,"Jan 13, 2022",,Varies with device,The app needs to be used with a drone .The app can be used to preview drone footage and save the video shot.,,False,https://writer.zoho.com.cn/writer/open/f0nwc54362d24d6514f6ba50fa24f74d1a8c1,,
com.lwcx.ametadrone,AMETA Drone,"GRANDLINEV  TECH CO.,  LIMITED","GRANDLINEV++TECH+CO.,++LIMITED",,Everyone,"10,000+",3.5,24.0,2.0,"Sep 18, 2024",1761728969.0,1.5.5,"AMETA Drone is specially designed for drone beginners, making it easy to get started and offering a variety of features to enhance your flying experience!

Discover what it offers:
· Aerial Views: Unlock new perspective from the sky
· Exciting Features: Make flying more enjoyable
· Beginner Mode: Fly with confidence and ease
We would love to hear your feedback and suggestions!
Email us:
North America: support.na@ametasmart.com
Europe: support.eu@ametasmart.com",,False,https://api.ametasmart.com/privacyPolicy/language,,
com.lwcx.hk55dronego,HK55 DRONE GO,LIU DEV,LIU+DEV,,Everyone,"5,000+",2.6111112,22.0,15.0,"Nov 18, 2024",,Varies with device,"1.Remote control the four axis aircraft by mobile phone.
2.Display the real-time video which taken by the camera on the aircraft,video data transmitted via 2.4G WiFi protocol.
3.Take the photo and video record on mobile phone.
4.Support 720P and VR.",,False,http://www.lwcxtech.com/LiuDevPrivacypolicy.html,,
com.guanxu.technology.ugo_drone,UGO drone,GuanZhi Technology Inc.,GuanZhi+Technology+Inc.,,Everyone,"10,000+",0.0,0.0,0.0,"Jul 3, 2017",,Varies with device,"This APP can control the 4-axis aircraft by WiFi on the Android smartphone, and also can get the real time video from the aircraft, and take the photo and save the video .",,False,http://goodstevechan.blogspot.com/2017/02/our-apps-privacy-policy.html,,
com.appzeeinc.droneremotecontrolforarduinodrones,Arduino Drone Remote Control,AppZeeInc,AppZeeInc,,Everyone,"50,000+",3.8947368,172.0,4.0,"Apr 5, 2020",1758417173.0,35.0,"Arduino Drone Remote Controller App : Master Your DIY Flight!

Elevate your drone flying experience with Drone Remote Controller App for Arduino Drones. Our app transforms your smartphone into a powerful remote control, making drone navigation easier than ever.

Take your DIY drone experience to the next level with Drone Remote Control for Arduino Drones. Our app provides an intuitive and seamless interface for controlling your Arduino-based drones, offering features like real-time telemetry, customizable control schemes, and smooth flight operations.

Key Features:

🌟 Easy Setup: Quickly connect and configure your Arduino drones.


Real-Time Control: Enjoy precise control with real-time telemetry and feedback.

🌟 Customizable Controls: Tailor the control schemes to match your preferences.

🌟 Flight Stability: Achieve smooth and stable flights with our advanced algorithms.

🌟 DIY Projects Support: Perfect companion for your DIY drone projects and Arduino enthusiasts.

Why Choose Us:

➡️ Optimized for Arduino drones


➡️ User-friendly interface


➡️ Regular updates with new features


➡️ Comprehensive support and documentation


➡️ Download Drone Remote Control for Arduino Drones now and elevate your drone flying experience!

Transform your android device into a remote control drone easily with using this FREE Drone Remote Control For Arduino app. Download this free drone remote control app & turn your smartphone into Drone Remote Control for Arduino Quadcopter drones for free. It controls Arduino drones the same as your Drone remote control, the Arduino Drone remote control can be used to control the Arduino micro Quadcopter drones from an Android device.

Now you can remote control Arduino drones easily with Drone Remote Control App For Arduino It's fun. Arduino Remote control For Drone is a tool which can replace Arduino drone rc. You can control drone Arduino with camera with Drone universal remote control for all Arduino drones.

How to use Drone Remote Control For Arduino Drones :

1- Connect To WIFI


2- Connect To Drone


3- Remote Control Arduino Drone

With Drone Remote Control For Arduino Drones you can connect to any Arduino drone using WIFI.

Drone Remote For All Drones Arduino is really easy to configure for your drone and is really easy-to-use. The universal drone remote control app for Arduino allows you to experience a real drone remote control like experience while using the app. Our Free drone RC app supports most Arduino drones and Arduino Quadcopter.

We developed Drone Remote Control For Arduino Quadopter- a single wish, to help you remote control all kinds of Arduino Drones also micro Arduino drone camera. Remote control drone remote control for Arduino can be used as an universal remote control for Arduino Drones app. With this universal drone controller for Arduino..You can take control of your Arduino Quadcopter easily and also in few easy steps.

Whether you're a beginner or a seasoned drone enthusiast, Drone Remote Control for Arduino Drones offers everything you need for an exceptional flying experience.

Download Now and Take Control!

Join our community of drone enthusiasts and explore the skies with confidence. Download Drone Remote Control for Arduino Drones today!

If you love RC Arduino Drones as we do, please, give us your feedback to improve this Arduino Drone RC app!!

★★★★★ Don't forget to rate us! ★★★★★",,True,https://sites.google.com/view/droneremotecontrolforarduino/accueil,,
com.hs.dronego,Drone Go2,"HOLY STONE TECHNOLOGY CO., LTD","HOLY+STONE+TECHNOLOGY+CO.,+LTD",,Everyone,"10,000+",2.96,27.0,21.0,"Jun 15, 2023",1761560283.0,1.2.0,"It is used for data reading and writing application operation of Holy Stone UAV RID equipment.
The app automatically scans the Bluetooth of the Holy Stone UAV RID device, and can perform driver ID binding on the device, device information writing, viewing, editing and other applications.",,False,https://www.holystone.com/en/supports/PrivacyPolicy.html,,
com.guanxu.technology.hero_drone,Hero Drone,GuanZhi Technology Inc.,GuanZhi+Technology+Inc.,,Everyone,"1,000+",0.0,0.0,0.0,"Jun 27, 2018",,Varies with device,"Control the 4-axis aircraft via the wireless network on your Android smartphone, get real-time video from your flight, take pictures and save your video.",,False,http://goodstevechan.blogspot.com/2017/02/our-apps-privacy-policy.html,,
com.rippton.zywl.drone,Rippton Drone,"Pelican Smart Fishing Tackle Co., Ltd","Pelican+Smart+Fishing+Tackle+Co.,+Ltd",,Everyone,100+,,,,"Dec 27, 2024",,Varies with device,"The ""Rippton Drone"" App is a mobile software tool developed by Rippton Smart Fishing Gear. 

Rippton fishing drone is the perfect choice for anyone looking for a smarter, safer, and more powerful fishing experience. With an intuitive control and user-friendly interface, you can easily control and monitor your fishing drone with ease.

Set sail on your next seafishing adventure with ease, as you use this app to effortlessly command your Rippton fishing drones and cast your lines into the deep blue sea.",,False,https://boatmanage.rippton.com/static/privacyPolicy,,
com.sjajnoaplikerazvoj.Tello_drone_remote_controller,Tello Drone Controller App,SjajnoAplikeRazvoj,SjajnoAplikeRazvoj,,Everyone,"5,000+",3.2,25.0,4.0,"May 5, 2025",,Varies with device,"🚀 Take full control of your DJI Tello drone using your Android device with this feature-rich Tello drone controller app. Whether you're a beginner learning to fly or an experienced pilot, our app offers smooth, responsive controls, real-time video streaming, and smart AI features that make drone piloting safer and more fun.

This Tello remote control app transforms your smartphone into a powerful flight interface with a clean UI and high-performance design. It's the perfect tool for hobbyists, tech enthusiasts, and drone videographers who want precision and convenience in one place.
🔑 Key Features:

🎮 Virtual Joystick Controls
Take off, land, rotate, and maneuver your drone effortlessly using intuitive touchscreen controls. Designed to mimic the tactile feel of physical controllers.

📺 Live Video Streaming (H.264 Video Feed)
Enjoy smooth real-time video feed directly from your Tello drone. The app decodes H.264 (AVC) encoded video for a seamless streaming experience.

🎯 AI Object Detection (Smart Vision Technology)
Fly smarter with built-in object recognition. Detect and avoid obstacles while capturing dynamic footage using advanced on-device AI.

🔗 Fast & Stable Drone Connection
Instantly connect to your Tello drone via Wi-Fi. Our app ensures a strong signal and uninterrupted communication for reliable flights.

⚙️ Lightweight, Responsive Performance
Built for speed and stability, the app ensures minimal lag and maximum control even on lower-end devices.

🧭 Precise Navigation & Flight Accuracy
Perfect for indoor or outdoor flying, the app provides fine-grained control for hover, direction, and elevation.

📸 Capture & Save Photos & Videos
Record your flights in high resolution, save to your device, and share easily across platforms.
🎓 Easy Setup & Operation

    Turn on your DJI Tello drone.

    Connect your Android phone to the drone’s Wi-Fi network.

    Launch the app and tap “Connect.”

    Start flying using real-time video, object tracking, and smart commands!

This app offers the best DJI Tello control experience on mobile, delivering a balance of powerful features and simplicity.
🚁 Ideal For:

    Drone hobbyists

    Beginners learning to fly

    Videographers using drones

    STEM & educational drone programs

    Anyone looking for a Tello controller app with AI features

💬 Why Users Love This App

✅ Easy to install and use
✅ Optimized for DJI Tello drone
✅ Great video quality with low latency
✅ Accurate control and stable flight
✅ Intelligent detection improves safety and creativity

📥 Download now and fly your DJI Tello drone like a pro!
Whether you're shooting videos, flying indoors, or practicing aerial tricks, this is the all-in-one app to enhance your drone experience.",,True,https://sites.google.com/view/tellodronecontrollerapp/,,
com.appzeeinc.droneremotecontrol.droneflightcontroller,Raspberry PI Drone Controller,AppZeeInc,AppZeeInc,,Everyone,"50,000+",3.7037036,683.0,26.0,"Mar 20, 2020",1750284111.0,31.0,"📱 **Transform Your Smartphone into the Ultimate Drone Remote Controller!**

Unlock the full potential of your Raspberry Pi drone with Drone RC: Flight Controller Pi, the premier application designed to convert your Android device into a sophisticated and intuitive drone remote control. Trusted by a rapidly growing community of over 50,000 pilots, our app provides a seamless bridge between your smartphone and your drone, offering professional-grade features previously only available with expensive dedicated hardware. Whether you are taking your first flight, capturing breathtaking aerial cinematography, or developing cutting-edge drone applications on your Raspberry Pi, our flight controller app delivers unparalleled control and reliability.

Experience the thrill of flight with features like advanced autopilot navigation, crystal-clear real-time FPV (First Person View) video streaming, and highly responsive, customizable controls. Effortlessly design complex autonomous flight plans, execute precise waypoint missions, manage your drone's camera for stunning photos and videos, and enjoy a truly immersive flight experience. 

🚁 **UNLEASH POWERFUL DRONE CONTROL FEATURES:**

✅ **INTUITIVE FLIGHT CONTROLS:** Master drone navigation with our highly responsive virtual joysticks and customizable button layouts. Tailor the interface to your exact preferences for maximum precision and comfort during flight. Our controls simulate the feel of a physical RC transmitter, providing tactile feedback options and adjustable sensitivity settings for perfect drone handling in any condition.

✅ **ADVANCED AUTONOMOUS FLIGHT PLANNING:** Go beyond manual control! Design sophisticated waypoint missions directly on your device's map interface. Set altitude, speed, heading, and camera actions for each waypoint. Create automated flight paths for tasks like aerial surveying, infrastructure inspection, or automated deliveries. 

✅ **IMMERSIVE REAL-TIME VIDEO STREAMING (FPV):** See what your drone sees! Experience the world from above with a low-latency, high-definition FPV video feed streamed directly to your smartphone screen. Monitor your flight path, frame your shots perfectly, and enjoy a truly captivating first-person perspective. 

✅ **ONE-TOUCH TAKEOFF & LANDING:** Simplify the most critical phases of flight. Initiate automatic takeoff with a single tap, and bring your drone home safely with automated landing procedures. Integrated safety protocols, including return-to-home (RTH) on signal loss or low battery, provide peace of mind for every flight.

✅ **DEDICATED RASPBERRY PI OPTIMIZATION:** Unlike generic drone apps, Drone RC: Flight Controller Pi is built from the ground up for seamless integration with Raspberry Pi-based drone projects. We ensure perfect compatibility with popular flight controller software running on the Pi and support various communication methods (WiFi, Bluetooth, SiK Telemetry Radios). 

✅ **INTEGRATED CAMERA CONTROLS:** Capture professional-quality aerial photography and videography. Remotely trigger photo capture, start/stop video recording, adjust camera angles (gimbal control where supported), and manage camera settings directly from the app interface. 

✅ **COMPREHENSIVE FLIGHT LOGS & ANALYTICS:** Track your progress and improve your piloting skills. Automatically record detailed flight data, including path, duration, distance, altitude, speed, battery usage, and signal strength. Review past flights on a map, analyze performance metrics, and export logs for further analysis or compliance purposes.

✅ **CRITICAL SAFETY ALERTS & GEO-FENCING:** Fly safer with real-time notifications. Receive audible and visual alerts for low battery levels, loss of connection, GPS signal issues, and approaching restricted airspace (requires up-to-date geofencing data). 

📥 **DOWNLOAD NOW and elevate your drone experience!** Join the thousands of pilots who have made Drone RC:",,True,https://sites.google.com/view/droneflightcontroller/accueil,,
com.rxmap.rxdrone,RxDrone,睿兴实业,%E7%9D%BF%E5%85%B4%E5%AE%9E%E4%B8%9A,,Everyone,"500,000+",3.71,2130.0,98.0,"Jan 31, 2023",1763196557.0,1.5.3,"The RxDrone can preview the drone's shooting video in real time, taking photos and recording videos. In addition, the RxDrone can also control the flight of the drone through the map location planning, and has GPS following flight, circling flight, navigation point flight and other functions.",,False,https://writer.zoho.com.cn/writer/open/dfpvf7967375122b5460b9ca6304dfb70197a,,
com.flyexo.drone,Fly EXO 2,EXO Drones,7946911500899627921,,Everyone,"5,000+",3.2962964,28.0,13.0,"Apr 19, 2021",1721705424.0,1.1.5,"-Watch your drone camera real-time, in HD.
-Enjoy 10+ smart-fly modes and automated shots
-Exact GPS locationing
-Up to a 4 mile image range

& too many other bullet points to list. Enjoy our most epic drone to date, and reach out to support at exodrones.com with any questions you may have!",,False,https://exodrones.com/pages/privacy-policy,,
com.senserobot.chessintl,SenseRobot,上海元罗卜智能科技有限公司,%E4%B8%8A%E6%B5%B7%E5%85%83%E7%BD%97%E5%8D%9C%E6%99%BA%E8%83%BD%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,,Everyone,500+,0.0,0.0,0.0,"Jan 20, 2025",,Varies with device,"SenseRobot AI Robot's dedicated app is used for network connection, user pairing, user creation, and confirming game information.

Conduct network connection and user pairing of SenseRobot AI Robot through the app.
User creation and information registration through the app enable user switching on the robot.
Confirming game records and replaying game records is possible through the app, improving chess skills through reflection.",,False,https://jupiter.senserobotchess.com/robot-public-intl/en-US/all-in-app/agreement/privacy/en,,
com.robot.apitor,Apitor Kit,"Apitor Technology Co., Ltd.",8525377354366823875,,Everyone,"50,000+",3.4347825,297.0,11.0,"Apr 1, 2021",1763107161.0,4.1.0,"The Apitor Kit app is the perfect companion for your Apitor STEM Robot building sets! It transforms the creative experience for kids with its range of exciting features. Enjoy digital instructions, multiple Bluetooth remote control options, and user-friendly graphical programming to rebuild and play in new and inspiring ways.

With the Apitor Kit app, you can:

- Access complete, easy-to-follow building instructions for all your Apitor Robot models.
- Control your robot effortlessly using various Bluetooth remote control options, with different models enabling a range of movements.
- Utilize intuitive graphical programming, designed for different age levels, to bring your Apitor robots to life.
- Enhance your creations with motors, sensors, and LED lights for dynamic and interactive experiences.
- Explore a wealth of learning resources, including programming guides and mechanical insights.
- Ignite your creativity and make building and coding an exciting adventure!

Discover a new world of fun and learning with Apitor Kit!",,False,https://www.apitor.com/referral,,
com.rippton.zywl.drone,Rippton Drone,"Pelican Smart Fishing Tackle Co., Ltd","Pelican+Smart+Fishing+Tackle+Co.,+Ltd",,Everyone,100+,,,,"Dec 27, 2024",,Varies with device,"The ""Rippton Drone"" App is a mobile software tool developed by Rippton Smart Fishing Gear. 

Rippton fishing drone is the perfect choice for anyone looking for a smarter, safer, and more powerful fishing experience. With an intuitive control and user-friendly interface, you can easily control and monitor your fishing drone with ease.

Set sail on your next seafishing adventure with ease, as you use this app to effortlessly command your Rippton fishing drones and cast your lines into the deep blue sea.",,False,https://boatmanage.rippton.com/static/privacyPolicy,,
org.mavlink.WKFurious,WK Fly,Walkera,Walkera,,Everyone,"1,000+",2.3636363,27.0,6.0,"Mar 17, 2023",1759903281.0,1.3.71-1008,To pair with all your Walkera drones & accessories.,,False,https://app.walkera.cn/privacy.html,,
com.vison.macrochip.ruko.drone,RUKO DRONE,Zheng Xiang,Zheng+Xiang,,Everyone,"50,000+",2.96,270.0,130.0,"Sep 17, 2020",,Varies with device,"This is an app which we can control a quadcopter to fly with a WiFi camera module , it’s also display a real-time video taken by the WiFi camera module, which include below feature.
 
    1, support VGA, 720P and 1080P resolution.
    2, support take photo and record video function.
    3, support 3D function.",,False,https://www.rukotoy.com,,
com.guanxu.technology.my_drone,Smart Drone,GuanZhi Technology,GuanZhi+Technology,,Everyone,"50,000+",3.7857144,249.0,10.0,"Apr 16, 2017",1498795552.0,1.3_4,"This APP can control the 4-axis aircraft by WiFi on the Android smartphone, and also can get the real time video from the aircraft, and take the photo and save the video .",,False,http://goodstevechan.blogspot.com/2017/02/our-apps-privacy-policy.html,,
com.hrwifi.rxdrone,HR WIFI,睿兴实业,%E7%9D%BF%E5%85%B4%E5%AE%9E%E4%B8%9A,,Everyone,"10,000+",2.6666667,80.0,6.0,"Dec 28, 2018",,Varies with device,"The application mainly controls the drone through the WIFI protocol, and returns the picture taken by the drone in real time, and can take pictures of the current picture.
1. It has the functions of one-button take-off, landing, rollover drone, etc., and can control the throttle and direction of the drone by remote sensing.
2. Real-time return of the image of the drone, and take photos and videos, and can share the picture to the social account in the album.
3. Gravity sensing, follow mode, speed file control;
4. Gesture control, taking pictures.",,False,http://blog.csdn.net/johndevelop/article/details/50990178,,
com.bzrufo.rxdrone,BZR DRONE,Begzar,Begzar,,Everyone,"1,000+",2.6666667,15.0,5.0,"Jun 27, 2023",,Varies with device,"BZR DRONE is an APP specifically designed to connect BZR drones, providing users who have purchased corresponding drones can use this APP to view images and control drone flight.",,False,https://writer.zoho.com.cn/writer/open/dfpvf7967375122b5460b9ca6304dfb70197a,,
it.clementoni.robot,Cyber Robot,Clementoni S.p.A.,7481325896989786351,,Everyone,"500,000+",3.3913043,3637.0,12.0,"Oct 21, 2016",1725891672.0,Varies with device,"Cyber Robot is the first Clementoni Robotics APP for children aged 8 years and upward. This game has been specifically designed so you can control and play with your very own robot.

""The free version of the Science&Play TechnoLogic APP will take you on a stimulating  and exciting adventure with Cyber Robot, giving you an opportunity to study and learn  how a robot works first-hand.  ""

""The APP allows you to control and play with Cyber Robot in 4 fun and engaging game modes: Programming, Real Time, Gyro and Self-Learning.  ""

Thanks to Bluetooth® technology, you can programme your robot, control its movements in real-time and even guide it using your gyroscope and teach it to understand your commands.

To make the experience even more engaging, you can also access the camera function, which will allow you to photograph and video the robot as it carries out your commands.

What are you waiting for? Download the APP and start having fun now!

With fun light and sound effects and adjustable, speed-controlled movements, Cyber Robot will become an inseparable playmate, who you’ll be able to do lots of amazing activities with, as you discover the basic principles of programming!",,False,https://clemworld.clementoni.com/en/app/,,
com.garudaaerospace.DRONI,DRONI,Garuda Aerospace Pvt Ltd,Garuda+Aerospace+Pvt+Ltd,,Everyone,"1,000+",,,,"Jan 18, 2024",,Varies with device,DRONI is a drone service providing platform,,False,https://fly.walkera.cn/privacyPolicy_en.html,,
org.milkyapps.djicontroller,Fly Go 4: Drone Controller App,Flourix Apps,Flourix+Apps,,Everyone,"100,000+",4.326923,1870.0,8.0,"Aug 31, 2025",1760559614.0,1.2.0,"Take full control of your DJI™ drone with Go Fly for DJI™ Drone Controller - the ultimate remote controller app designed for over 40 popular DJI™ drone models! Whether you're a beginner or a pro pilot, Go Fly delivers an intuitive interface, advanced flight controls, and real-time HD video streaming to elevate your flying experience🚀📷

⚠️ Disclaimer:
Go Fly is an independent third-party app developed using DJI’s official Mobile SDK. It is not affiliated with, endorsed by, or an official product of DJI or its subsidiaries. This work has not been authorized, sponsored, or otherwise approved by DJI.

⚠️Drone Compatibility: this Go Fly with Drone Controller app is built on DJI Mobile SDK v4.18, which supports 36+ DJI drones including:
- Mini 2, Mini SE, Air 2S
- Mavic™ Air, Mavic™ Air 2 & Mavic™ Mini
- Mavic 2™ Enterprise (Pro, Advanced, Dual), Mavic 2 Zoom, Mavic 2 Pro & Mavic Pro, Mavic 2 series & Mavic Air
- Phantom™ Series (3 Standard to 4 Pro V2, RTK variants)
- Inspire™ Series (1, 1 Pro/Raw, 2)
- Matrice™ Series (100, 200, 210, 300 RTK, 350 RTK, 600 & 600 Pro)
- Spark™

For Mavic™ drone users, there are some features our app hasn't fully supported yet: Low Battery Warning, Critical Low Battery Warning, Time to Discharge, Lock Gimbal When Shooting, Sync Gimbal with Aircraft Heading, Gimbal Mode. Preview media, Play media, On/Off Head LEDs & Camera Forward/Down (Mavic™ Air2S: double tap is C2, 1-tap is C1)

⭐ Key Features:

1. Drone Panorama Photography: Effortlessly capture stunning panoramic photos and videos from your drone’s camera, streamed in real-time to your phone for breathtaking aerial footage.

2. No-Fly Zone Map: Stay informed with instant alerts about restricted airspaces near airports, military zones, and sensitive locations to ensure safe and compliant flights.

3. Waypoint Missions: Easily design and execute custom flight paths with our user-friendly waypoint mission planner—perfect for both beginners and experienced pilots.

4. Media Export: Quickly transfer high-quality photos and videos to your device in popular formats like JPG, GeoTIFF, DXF/SHP, PDF, MOV, 4K, and MP4 for effortless sharing and editing.

5. Find My Drone: Use the integrated GPS tracker to locate your drone in case of loss or emergencies, providing peace of mind during every flight.

6. Home Point Setting: Save a designated home location, allowing your drone to automatically return safely in cases of signal loss or low battery.

7. Focus Mode: Gain precise control over your drone’s yaw axis and gimbal to hone in on the perfect shot every time.

And many more interesting features are waiting for you to try!

We are constantly striving to improve and evolve our app, and your feedback fuels our journey. Please share your thoughts or support requests at: support@milkyapps.org
Thank you for being part of our continuing efforts.

Privacy Policy: https://milkyapps.org/privacy-policy
Terms of use: https://milkyapps.org/terms-of-service",,True,https://milkyapps.org/privacy-policy,,
com.guanxu.technology.vivitar_folding_drone,Vivitar Folding Drone,GuanZhi Technology Inc.,GuanZhi+Technology+Inc.,,Everyone,"10,000+",3.2727273,23.0,3.0,"Aug 17, 2017",1625128207.0,1.2.1,"Control the 4-axis aircraft via the wireless network on your Android smartphone, get real-time video from your flight, take pictures and save your video.",,False,https://app.netopsun.com/privacy_policy.html,,
